811 pairs total, 811 to do, 6 workers
[692/811] i=689 rc=0 2.8s {"i": 689, "pair": "pango1.0__1.57.1__1.58.0", "libs": 1, "err": false}
[693/811] i=691 rc=0 2.0s {"i": 691, "pair": "libxfixes__5.0.3__6.0.0", "libs": 1, "err": false}
[694/811] i=692 rc=0 1.6s {"i": 692, "pair": "libxi__1.7.8__1.7.9", "libs": 1, "err": false}
[695/811] i=694 rc=0 1.2s {"i": 694, "pair": "libxi__1.7.10__1.8", "libs": 0, "err": true}
[696/811] i=693 rc=0 1.4s {"i": 693, "pair": "libxi__1.7.9__1.7.10", "libs": 1, "err": false}
[697/811] i=696 rc=0 1.4s {"i": 696, "pair": "libxi__1.8.1__1.8.2", "libs": 1, "err": false}
[698/811] i=697 rc=0 2.1s {"i": 697, "pair": "libxi__1.8.2__1.8.3", "libs": 1, "err": false}
[699/811] i=702 rc=0 2.3s {"i": 702, "pair": "isl__0.23__0.24", "libs": 1, "err": false}
[700/811] i=701 rc=0 4.1s {"i": 701, "pair": "isl__0.22.1__0.23", "libs": 1, "err": false}
[701/811] i=699 rc=0 4.3s {"i": 699, "pair": "isl__0.21__0.22", "libs": 1, "err": false}
[702/811] i=700 rc=0 4.7s {"i": 700, "pair": "isl__0.22__0.22.1", "libs": 1, "err": false}
[703/811] i=707 rc=0 2.2s {"i": 707, "pair": "libxrandr__1.5.1__1.5.2", "libs": 1, "err": false}
[704/811] i=703 rc=0 5.1s {"i": 703, "pair": "isl__0.24__0.25", "libs": 1, "err": false}
[705/811] i=708 rc=0 1.3s {"i": 708, "pair": "libxrandr__1.5.2__1.5.4", "libs": 1, "err": false}
[706/811] i=709 rc=0 2.3s {"i": 709, "pair": "libice__1.0.10__1.1.1", "libs": 1, "err": false}
[707/811] i=710 rc=0 2.3s {"i": 710, "pair": "libsm__1.2.3__1.2.4", "libs": 1, "err": false}
[708/811] i=704 rc=0 7.3s {"i": 704, "pair": "isl__0.25__0.26", "libs": 1, "err": false}
[709/811] i=705 rc=0 6.8s {"i": 705, "pair": "isl__0.26__0.27", "libs": 1, "err": false}
[710/811] i=711 rc=0 2.0s {"i": 711, "pair": "libsm__1.2.4__1.2.6", "libs": 1, "err": false}
[711/811] i=706 rc=0 7.6s {"i": 706, "pair": "isl__0.27__0.28", "libs": 1, "err": false}
[712/811] i=712 rc=0 2.1s {"i": 712, "pair": "libwebp__0.4.4__0.5.1", "libs": 1, "err": false}
[713/811] i=713 rc=0 2.4s {"i": 713, "pair": "libwebp__0.5.1__0.6.0", "libs": 1, "err": false}
[714/811] i=714 rc=0 2.3s {"i": 714, "pair": "libwebp__0.6.0__0.6.1", "libs": 1, "err": false}
[715/811] i=715 rc=0 2.4s {"i": 715, "pair": "libwebp__0.6.1__1.2.1", "libs": 1, "err": false}
[716/811] i=698 rc=0 14.8s {"i": 698, "pair": "isl__0.20__0.21", "libs": 1, "err": false}
[717/811] i=716 rc=0 3.0s {"i": 716, "pair": "libwebp__1.2.1__1.2.2", "libs": 1, "err": false}
[718/811] i=717 rc=0 2.5s {"i": 717, "pair": "libwebp__1.2.2__1.2.4", "libs": 1, "err": false}
[719/811] i=718 rc=0 2.0s {"i": 718, "pair": "libwebp__1.2.4__1.3.2", "libs": 1, "err": false}
[720/811] i=719 rc=0 2.2s {"i": 719, "pair": "libwebp__1.3.2__1.4.0", "libs": 1, "err": false}
[721/811] i=721 rc=0 1.4s {"i": 721, "pair": "libxcursor__1.1.14__1.1.15", "libs": 1, "err": false}
[722/811] i=722 rc=0 1.4s {"i": 722, "pair": "libxcursor__1.1.15__1.2.0", "libs": 1, "err": false}
[723/811] i=723 rc=0 1.4s {"i": 723, "pair": "libxcursor__1.2.0__1.2.1", "libs": 1, "err": false}
[724/811] i=720 rc=0 2.8s {"i": 720, "pair": "libwebp__1.4.0__1.5.0", "libs": 1, "err": false}
[725/811] i=724 rc=0 1.4s {"i": 724, "pair": "libxcursor__1.2.1__1.2.2", "libs": 1, "err": false}
[726/811] i=725 rc=0 1.8s {"i": 725, "pair": "libxcursor__1.2.2__1.2.3", "libs": 1, "err": false}
[727/811] i=728 rc=0 8.0s {"i": 728, "pair": "libde265__1.0.9__1.0.11", "libs": 1, "err": false}
[728/811] i=729 rc=0 13.1s {"i": 729, "pair": "libde265__1.0.11__1.0.12", "libs": 1, "err": false}
[729/811] i=730 rc=0 13.6s {"i": 730, "pair": "libde265__1.0.12__1.0.13", "libs": 1, "err": false}
[730/811] i=731 rc=0 14.0s {"i": 731, "pair": "libde265__1.0.13__1.0.15", "libs": 1, "err": false}
[731/811] i=726 rc=0 15.6s {"i": 726, "pair": "libde265__1.0.7__1.0.8", "libs": 1, "err": false}
[732/811] i=732 rc=0 8.1s {"i": 732, "pair": "libde265__1.0.15__1.0.16", "libs": 1, "err": false}
[733/811] i=735 rc=0 5.5s {"i": 735, "pair": "lerc__3.0+ds__4.0.0+ds", "libs": 1, "err": false}
[734/811] i=733 rc=0 8.3s {"i": 733, "pair": "libde265__1.0.16__1.0.18", "libs": 1, "err": false}
[735/811] i=736 rc=0 6.7s {"i": 736, "pair": "lerc__4.0.0+ds__4.1.0+ds", "libs": 1, "err": false}
[736/811] i=739 rc=0 0.8s {"i": 739, "pair": "librsvg__2.58.0+dfsg__2.58.93+dfsg", "libs": 0, "err": true}
[737/811] i=727 rc=0 22.7s {"i": 727, "pair": "libde265__1.0.8__1.0.9", "libs": 1, "err": false}
[738/811] i=737 rc=0 6.6s {"i": 737, "pair": "lerc__4.1.0+ds__4.1.1+ds", "libs": 1, "err": false}
[739/811] i=734 rc=0 9.2s {"i": 734, "pair": "libde265__1.0.18__1.1.1", "libs": 1, "err": false}
[740/811] i=744 rc=0 0.9s {"i": 744, "pair": "librsvg__2.59.2+dfsg__2.59.90+dfsg", "libs": 0, "err": true}
[741/811] i=743 rc=0 1.8s {"i": 743, "pair": "librsvg__2.59.1+dfsg__2.59.2+dfsg", "libs": 0, "err": true}
[742/811] i=738 rc=0 5.6s {"i": 738, "pair": "lerc__4.1.1+ds__4.2.0+ds", "libs": 1, "err": false}
[743/811] i=741 rc=0 4.7s {"i": 741, "pair": "librsvg__2.58.94+dfsg__2.59.0+dfsg", "libs": 1, "err": false}
[744/811] i=742 rc=0 4.7s {"i": 742, "pair": "librsvg__2.59.0+dfsg__2.59.1+dfsg", "libs": 1, "err": false}
[745/811] i=745 rc=0 5.2s {"i": 745, "pair": "librsvg__2.59.90+dfsg__2.60.0+dfsg", "libs": 1, "err": false}
[746/811] i=748 rc=0 3.2s {"i": 748, "pair": "tiff__4.2.0__4.3.0", "libs": 1, "err": false}
[747/811] i=746 rc=0 5.8s {"i": 746, "pair": "librsvg__2.60.0+dfsg__2.61.3+dfsg", "libs": 1, "err": false}
[748/811] i=749 rc=0 3.8s {"i": 749, "pair": "tiff__4.3.0__4.4.0", "libs": 1, "err": false}
[749/811] i=747 rc=0 5.7s {"i": 747, "pair": "librsvg__2.61.3+dfsg__2.62.1+dfsg", "libs": 1, "err": false}
[750/811] i=750 rc=0 3.1s {"i": 750, "pair": "tiff__4.4.0__4.5.0", "libs": 1, "err": false}
[751/811] i=751 rc=0 2.4s {"i": 751, "pair": "tiff__4.5.0__4.5.1", "libs": 1, "err": false}
[752/811] i=752 rc=0 3.2s {"i": 752, "pair": "tiff__4.5.1__4.5.1+git230720", "libs": 1, "err": false}
[753/811] i=753 rc=0 3.0s {"i": 753, "pair": "tiff__4.5.1+git230720__4.6.0", "libs": 1, "err": false}
[754/811] i=754 rc=0 2.9s {"i": 754, "pair": "tiff__4.6.0__4.7.0", "libs": 1, "err": false}
[755/811] i=755 rc=0 2.8s {"i": 755, "pair": "tiff__4.7.0__4.7.1", "libs": 1, "err": false}
[756/811] i=757 rc=0 2.1s {"i": 757, "pair": "gobject-introspection__1.78.1__1.79.1", "libs": 1, "err": false}
[757/811] i=758 rc=0 2.1s {"i": 758, "pair": "gobject-introspection__1.79.1__1.80.0", "libs": 1, "err": false}
[758/811] i=756 rc=0 3.5s {"i": 756, "pair": "tiff__4.7.1__4.7.2", "libs": 1, "err": false}
[759/811] i=759 rc=0 2.0s {"i": 759, "pair": "gobject-introspection__1.80.0__1.80.1", "libs": 1, "err": false}
[760/811] i=760 rc=0 2.4s {"i": 760, "pair": "gobject-introspection__1.80.1__1.81.4", "libs": 1, "err": false}
[761/811] i=762 rc=0 1.8s {"i": 762, "pair": "gobject-introspection__1.82.0__1.83.2", "libs": 1, "err": false}
[762/811] i=761 rc=0 2.3s {"i": 761, "pair": "gobject-introspection__1.81.4__1.82.0", "libs": 1, "err": false}
[763/811] i=763 rc=0 2.0s {"i": 763, "pair": "gobject-introspection__1.83.2__1.83.4", "libs": 1, "err": false}
[764/811] i=764 rc=0 2.3s {"i": 764, "pair": "gobject-introspection__1.83.4__1.84.0", "libs": 1, "err": false}
[765/811] i=766 rc=0 1.5s {"i": 766, "pair": "nspr__4.29__4.32", "libs": 3, "err": false}
[766/811] i=767 rc=0 1.6s {"i": 767, "pair": "nspr__4.32__4.33", "libs": 3, "err": false}
[767/811] i=765 rc=0 2.3s {"i": 765, "pair": "gobject-introspection__1.84.0__1.86.0", "libs": 1, "err": false}
[768/811] i=771 rc=0 0.7s {"i": 771, "pair": "nspr__4.35__4.36", "libs": 0, "err": true}
[769/811] i=768 rc=0 2.2s {"i": 768, "pair": "nspr__4.33__4.34", "libs": 3, "err": false}
[770/811] i=770 rc=0 1.4s {"i": 770, "pair": "nspr__4.34.1__4.35", "libs": 0, "err": true}
[771/811] i=769 rc=0 2.0s {"i": 769, "pair": "nspr__4.34__4.34.1", "libs": 3, "err": false}
[772/811] i=772 rc=0 2.0s {"i": 772, "pair": "nspr__4.36__4.37", "libs": 3, "err": false}
[773/811] i=773 rc=0 1.5s {"i": 773, "pair": "nspr__4.37__4.38.2", "libs": 3, "err": false}
[774/811] i=774 rc=0 2.3s {"i": 774, "pair": "nspr__4.38.2__4.39", "libs": 3, "err": false}
[775/811] i=778 rc=0 2.4s {"i": 778, "pair": "libxcomposite__0.4.5__0.4.6", "libs": 1, "err": false}
[776/811] i=779 rc=0 1.9s {"i": 779, "pair": "libxdamage__1.1.4__1.1.5", "libs": 1, "err": false}
[777/811] i=780 rc=0 1.3s {"i": 780, "pair": "libxdamage__1.1.5__1.1.6", "libs": 1, "err": false}
[778/811] i=781 rc=0 1.6s {"i": 781, "pair": "libxdamage__1.1.6__1.1.7", "libs": 1, "err": false}
[779/811] i=782 rc=0 2.8s {"i": 782, "pair": "nss__3.116__3.117", "libs": 9, "err": false}
[780/811] i=783 rc=0 3.6s {"i": 783, "pair": "nss__3.117__3.119", "libs": 9, "err": false}
[781/811] i=784 rc=0 3.0s {"i": 784, "pair": "nss__3.119__3.120", "libs": 9, "err": false}
[782/811] i=785 rc=0 2.6s {"i": 785, "pair": "nss__3.120__3.121", "libs": 9, "err": false}
[783/811] i=786 rc=0 2.7s {"i": 786, "pair": "nss__3.121__3.123", "libs": 9, "err": false}
[784/811] i=776 rc=0 13.6s {"i": 776, "pair": "aspell__0.60.8__0.60.8.1", "libs": 11, "err": false}
[785/811] i=775 rc=0 14.2s {"i": 775, "pair": "aspell__0.60.7__0.60.8", "libs": 10, "err": false}
[786/811] i=787 rc=0 2.8s {"i": 787, "pair": "nss__3.123__3.123.1", "libs": 9, "err": false}
[787/811] i=777 rc=0 13.8s {"i": 777, "pair": "aspell__0.60.8.1__0.60.8.2", "libs": 11, "err": false}
[788/811] i=792 rc=0 0.9s {"i": 792, "pair": "libpciaccess__0.14__0.16", "libs": 0, "err": true}
[789/811] i=788 rc=0 2.5s {"i": 788, "pair": "nss__3.123.1__3.124", "libs": 9, "err": false}
[790/811] i=791 rc=0 1.4s {"i": 791, "pair": "libpciaccess__0.13.4__0.14", "libs": 0, "err": true}
[791/811] i=789 rc=0 2.7s {"i": 789, "pair": "nss__3.124__3.126", "libs": 9, "err": false}
[792/811] i=793 rc=0 0.8s {"i": 793, "pair": "libpciaccess__0.16__0.17", "libs": 0, "err": true}
[793/811] i=794 rc=0 1.6s {"i": 794, "pair": "libpciaccess__0.17__0.18.1", "libs": 1, "err": false}
[794/811] i=790 rc=0 3.5s {"i": 790, "pair": "nss__3.126__3.127", "libs": 9, "err": false}
[795/811] i=740 rc=0 36.6s {"i": 740, "pair": "librsvg__2.58.93+dfsg__2.58.94+dfsg", "libs": 1, "err": false}
[796/811] i=796 rc=0 1.6s {"i": 796, "pair": "openjpeg2__2.3.0__2.3.1", "libs": 1, "err": false}
[797/811] i=795 rc=0 2.2s {"i": 795, "pair": "libpciaccess__0.18.1__0.19", "libs": 1, "err": false}
[798/811] i=802 rc=0 0.8s {"i": 802, "pair": "libxshmfence__1.3__1.3.3", "libs": 0, "err": true}
[799/811] i=797 rc=0 2.4s {"i": 797, "pair": "openjpeg2__2.3.1__2.4.0", "libs": 1, "err": false}
[800/811] i=801 rc=0 1.2s {"i": 801, "pair": "libxshmfence__1.2__1.3", "libs": 0, "err": true}
[801/811] i=798 rc=0 2.0s {"i": 798, "pair": "openjpeg2__2.4.0__2.5.0", "libs": 1, "err": false}
[802/811] i=799 rc=0 1.8s {"i": 799, "pair": "openjpeg2__2.5.0__2.5.3", "libs": 1, "err": false}
[803/811] i=800 rc=0 2.6s {"i": 800, "pair": "openjpeg2__2.5.3__2.5.4", "libs": 1, "err": false}
[804/811] i=803 rc=0 1.8s {"i": 803, "pair": "snappy__1.1.3__1.1.4", "libs": 1, "err": false}
[805/811] i=804 rc=0 1.8s {"i": 804, "pair": "snappy__1.1.4__1.1.6", "libs": 1, "err": false}
[806/811] i=805 rc=0 1.9s {"i": 805, "pair": "snappy__1.1.6__1.1.7", "libs": 1, "err": false}
[807/811] i=806 rc=0 2.0s {"i": 806, "pair": "snappy__1.1.7__1.1.8", "libs": 1, "err": false}
[808/811] i=807 rc=0 2.7s {"i": 807, "pair": "snappy__1.1.8__1.1.9", "libs": 1, "err": false}
[809/811] i=808 rc=0 2.2s {"i": 808, "pair": "snappy__1.1.9__1.1.10", "libs": 1, "err": false}
[810/811] i=809 rc=0 2.3s {"i": 809, "pair": "snappy__1.1.10__1.2.1", "libs": 1, "err": false}
[811/811] i=810 rc=0 3.0s {"i": 810, "pair": "snappy__1.2.1__1.2.2", "libs": 1, "err": false}
ALL DONE
